11 30 2015 10 24  -5.8  21.5
11 30 2015 10 25  -5.9  21.4
11 30 2015 10 26  -5.8  21.5
11 30 2015 10 27  -5.8  21.5
11 30 2015 10 28  -5.9  21.4
11 30 2015 10 29  -5.9  21.4
11 30 2015 10 30  -5.9  21.4
11 30 2015 10 31  -5.9  21.4
11 30 2015 10 32  -5.9  21.4
11 30 2015 10 33  -5.9  21.4
11 30 2015 10 34  -5.8  21.5
11 30 2015 10 35  -5.8  21.5
11 30 2015 10 36  -5.9  21.3
11 30 2015 10 37  -5.9  21.3
11 30 2015 10 38  -5.9  21.4
11 30 2015 10 39  -5.9  21.3
11 30 2015 10 40  -5.9  21.4
11 30 2015 10 41  -5.9  21.4
11 30 2015 10 42  -5.9  21.3
11 30 2015 10 43  -5.9  21.4
11 30 2015 10 44  -5.9  21.3
11 30 2015 10 45  -5.9  21.4
11 30 2015 10 46  -5.9  21.3
11 30 2015 10 47  -5.9  21.4
11 30 2015 10 48  -5.9  21.3
11 30 2015 10 49  -5.9  21.4
11 30 2015 10 50  -5.9  21.3
11 30 2015 10 51  -5.9  21.4
11 30 2015 10 52  -5.9  21.3
11 30 2015 10 53  -5.9  21.4
11 30 2015 10 54  -5.9  21.4
11 30 2015 10 55  -5.9  21.4
11 30 2015 10 56  -5.9  21.3
11 30 2015 10 57  -5.9  21.3
11 30 2015 10 58  -6.0  21.2
11 30 2015 10 59  -5.9  21.3
11 30 2015 11 00  -5.9  21.3
11 30 2015 11 01  -5.9  21.3
11 30 2015 11 02  -5.9  21.3
11 30 2015 11 03  -5.9  21.3
11 30 2015 11 04  -6.0  21.2
11 30 2015 11 05  -6.0  21.2
11 30 2015 11 06  -5.9  21.3
11 30 2015 11 07  -6.0  21.2
11 30 2015 11 08  -6.0  21.2
11 30 2015 11 09  -6.0  21.2
11 30 2015 11 10  -6.0  21.2
11 30 2015 11 11  -6.0  21.2
11 30 2015 11 12  -6.0  21.2
11 30 2015 11 13  -6.0  21.2
11 30 2015 11 14  -6.0  21.2
11 30 2015 11 15  -6.1  21.1
11 30 2015 11 16  -6.1  21.1
11 30 2015 11 17  -6.1  21.1
11 30 2015 11 18  -6.1  21.0
11 30 2015 11 19  -6.1  21.1
11 30 2015 11 20  -6.1  21.1
11 30 2015 11 21  -6.1  21.0
11 30 2015 11 22  -6.1  21.1
11 30 2015 11 23  -6.1  21.0
11 30 2015 11 24  -6.1  21.0
11 30 2015 11 25  -6.1  21.0
11 30 2015 11 26  -6.1  21.0
11 30 2015 11 27  -6.1  21.0
11 30 2015 11 28  -6.2  20.9
11 30 2015 11 29  -6.2  20.8
11 30 2015 11 30  -6.2  20.9
11 30 2015 11 31  -6.2  20.9
11 30 2015 11 32  -6.1  21.0
11 30 2015 11 33  -6.2  20.9
11 30 2015 11 34  -6.2  20.9
11 30 2015 11 35  -6.2  20.8
11 30 2015 11 36  -6.2  20.8
11 30 2015 11 37  -6.2  20.8
11 30 2015 11 38  -6.2  20.8
