11 30 2015 02 21  -7.00  19.40 823.88 1021.76 30.17 1711.44
11 30 2015 02 22  -7.00  19.40 823.90 1021.59 30.17 1709.87
11 30 2015 02 23  -7.00  19.40 823.88 1021.71 30.17 1711.05
11 30 2015 02 24  -7.00  19.40 824.06 1021.65 30.17 1708.78
11 30 2015 02 25  -7.00  19.40 823.99 1021.76 30.17 1710.36
11 30 2015 02 26  -6.90  19.58 824.01 1021.68 30.17 1710.16
11 30 2015 02 27  -6.90  19.58 823.87 1021.63 30.17 1711.14
11 30 2015 02 28  -6.90  19.58 823.97 1021.63 30.17 1710.16
11 30 2015 02 29  -6.90  19.58 823.97 1021.76 30.17 1711.14
11 30 2015 02 30  -6.90  19.58 823.83 1021.46 30.16 1710.16
11 30 2015 02 31  -6.90  19.58 823.93 1021.60 30.17 1710.26
11 30 2015 02 32  -6.90  19.58 823.88 1021.60 30.17 1710.75
11 30 2015 02 33  -6.90  19.58 823.86 1021.79 30.17 1712.52
11 30 2015 02 34  -6.90  19.58 823.86 1021.61 30.17 1711.05
11 30 2015 02 35  -6.90  19.58 823.86 1021.58 30.17 1710.85
11 30 2015 02 36  -6.90  19.58 823.91 1021.60 30.17 1710.46
11 30 2015 02 37  -6.90  19.58 823.96 1021.76 30.17 1711.24
11 30 2015 02 38  -6.80  19.76 823.97 1021.73 30.17 1711.54
11 30 2015 02 39  -6.80  19.76 823.83 1021.47 30.16 1710.85
11 30 2015 02 40  -6.80  19.76 823.92 1021.58 30.17 1710.85
11 30 2015 02 41  -6.80  19.76 824.08 1021.80 30.17 1711.05
11 30 2015 02 42  -6.80  19.76 823.96 1021.61 30.17 1710.75
11 30 2015 02 43  -6.80  19.76 824.03 1021.76 30.17 1711.24
11 30 2015 02 44  -6.80  19.76 823.87 1021.54 30.17 1711.05
11 30 2015 02 45  -6.80  19.76 823.94 1021.56 30.17 1710.55
11 30 2015 02 46  -6.80  19.76 823.98 1021.76 30.17 1711.74
11 30 2015 02 47  -6.80  19.76 823.92 1021.52 30.17 1710.36
11 30 2015 02 48  -6.80  19.76 823.92 1021.44 30.16 1709.77
11 30 2015 02 49  -6.80  19.76 823.98 1021.63 30.17 1710.65
11 30 2015 02 50  -6.70  19.94 823.99 1021.58 30.17 1710.85
11 30 2015 02 51  -6.70  19.94 823.85 1021.45 30.16 1711.14
11 30 2015 02 52  -6.70  19.94 823.86 1021.53 30.17 1711.74
11 30 2015 02 53  -6.70  19.94 823.86 1021.43 30.16 1710.95
11 30 2015 02 54  -6.70  19.94 823.90 1021.43 30.16 1710.55
11 30 2015 02 55  -6.70  19.94 823.93 1021.62 30.17 1711.74
11 30 2015 02 56  -6.70  19.94 823.84 1021.41 30.16 1710.95
11 30 2015 02 57  -6.70  19.94 823.82 1021.53 30.17 1712.13
11 30 2015 02 58  -6.70  19.94 823.84 1021.53 30.17 1711.93
11 30 2015 02 59  -6.70  19.94 823.79 1021.52 30.17 1712.33
11 30 2015 03 00  -6.70  19.94 823.76 1021.51 30.17 1712.52
11 30 2015 03 01  -6.70  19.94 823.78 1021.50 30.16 1712.23
11 30 2015 03 02  -6.70  19.94 823.71 1021.45 30.16 1712.52
11 30 2015 03 03  -6.70  19.94 823.87 1021.67 30.17 1712.72
11 30 2015 03 04  -6.70  19.94 823.70 1021.45 30.16 1712.62
11 30 2015 03 05  -6.70  19.94 823.83 1021.55 30.17 1712.13
11 30 2015 03 06  -6.70  19.94 823.88 1021.61 30.17 1712.13
11 30 2015 03 07  -6.70  19.94 823.77 1021.50 30.16 1712.33
11 30 2015 03 08  -6.70  19.94 823.85 1021.62 30.17 1712.52
11 30 2015 03 09  -6.70  19.94 823.66 1021.30 30.16 1711.83
11 30 2015 03 10  -6.70  19.94 823.79 1021.50 30.16 1712.13
11 30 2015 03 11  -6.60  20.12 823.80 1021.56 30.17 1713.21
11 30 2015 03 12  -6.60  20.12 823.70 1021.30 30.16 1712.13
11 30 2015 03 13  -6.60  20.12 823.86 1021.54 30.17 1712.42
11 30 2015 03 14  -6.60  20.12 823.71 1021.46 30.16 1713.31
11 30 2015 03 15  -6.60  20.12 823.65 1021.33 30.16 1712.82
11 30 2015 03 16  -6.60  20.12 823.67 1021.54 30.17 1714.30
11 30 2015 03 17  -6.60  20.12 823.70 1021.45 30.16 1713.31
11 30 2015 03 18  -6.60  20.12 823.70 1021.43 30.16 1713.11
11 30 2015 03 19  -6.60  20.12 823.62 1021.41 30.16 1713.80
11 30 2015 03 20  -6.60  20.12 823.60 1021.43 30.16 1714.10
11 30 2015 03 21  -6.60  20.12 823.54 1021.40 30.16 1714.49
11 30 2015 03 22  -6.60  20.12 823.65 1021.53 30.17 1714.39
11 30 2015 03 23  -6.60  20.12 823.62 1021.51 30.17 1714.59
11 30 2015 03 24  -6.60  20.12 823.65 1021.33 30.16 1712.82
11 30 2015 03 25  -6.60  20.12 823.65 1021.33 30.16 1712.82
11 30 2015 03 26  -6.60  20.12 823.61 1021.39 30.16 1713.70
11 30 2015 03 27  -6.60  20.12 823.68 1021.50 30.16 1713.90
11 30 2015 03 28  -6.60  20.12 823.65 1021.40 30.16 1713.41
11 30 2015 03 29  -6.60  20.12 823.68 1021.45 30.16 1713.51
11 30 2015 03 30  -6.60  20.12 823.66 1021.43 30.16 1713.51
11 30 2015 03 31  -6.60  20.12 823.71 1021.59 30.17 1714.30
11 30 2015 03 32  -6.60  20.12 823.50 1021.20 30.16 1713.31
11 30 2015 03 33  -6.60  20.12 823.67 1021.38 30.16 1713.02
11 30 2015 03 34  -6.60  20.12 823.76 1021.49 30.16 1713.02
11 30 2015 03 35  -6.60  20.12 823.70 1021.42 30.16 1713.02
11 30 2015 03 36  -6.60  20.12 823.62 1021.44 30.16 1714.00
11 30 2015 03 37  -6.60  20.12 823.63 1021.33 30.16 1713.02
11 30 2015 03 38  -6.60  20.12 823.60 1021.32 30.16 1713.21
11 30 2015 03 39  -6.60  20.12 823.64 1021.34 30.16 1713.02
11 30 2015 03 40  -6.60  20.12 823.66 1021.45 30.16 1713.70
11 30 2015 03 41  -6.60  20.12 823.65 1021.43 30.16 1713.61
11 30 2015 03 42  -6.50  20.30 823.66 1021.42 30.16 1714.10
11 30 2015 03 43  -6.50  20.30 823.71 1021.45 30.16 1713.80
11 30 2015 03 44  -6.50  20.30 823.64 1021.37 30.16 1713.90
11 30 2015 03 45  -6.50  20.30 823.51 1021.26 30.16 1714.30
11 30 2015 03 46  -6.60  20.12 823.56 1021.51 30.17 1715.18
11 30 2015 03 47  -6.60  20.12 823.57 1021.33 30.16 1713.61
11 30 2015 03 48  -6.50  20.30 823.59 1021.45 30.16 1714.98
11 30 2015 03 49  -6.50  20.30 823.52 1021.23 30.16 1714.00
11 30 2015 03 50  -6.50  20.30 823.49 1021.20 30.16 1714.00
11 30 2015 03 51  -6.50  20.30 823.59 1021.41 30.16 1714.69
11 30 2015 03 52  -6.50  20.30 823.58 1021.33 30.16 1714.20
11 30 2015 03 53  -6.50  20.30 823.58 1021.32 30.16 1714.10
11 30 2015 03 54  -6.50  20.30 823.56 1021.27 30.16 1713.90
11 30 2015 03 55  -6.50  20.30 823.63 1021.35 30.16 1713.80
11 30 2015 03 56  -6.50  20.30 823.54 1021.35 30.16 1714.69
11 30 2015 03 57  -6.50  20.30 823.51 1021.59 30.17 1716.95
11 30 2015 03 58  -6.50  20.30 823.59 1021.52 30.17 1715.58
11 30 2015 03 59  -6.50  20.30 823.55 1021.46 30.16 1715.48
11 30 2015 04 00  -6.50  20.30 823.59 1021.40 30.16 1714.59
11 30 2015 04 01  -6.50  20.30 823.65 1021.45 30.16 1714.39
11 30 2015 04 02  -6.50  20.30 823.55 1021.27 30.16 1714.00
11 30 2015 04 03  -6.50  20.30 823.62 1021.38 30.16 1714.20
11 30 2015 04 04  -6.40  20.48 823.59 1021.28 30.16 1714.30
11 30 2015 04 05  -6.40  20.48 823.44 1021.14 30.15 1714.69
11 30 2015 04 06  -6.40  20.48 823.62 1021.29 30.16 1714.10
11 30 2015 04 07  -6.50  20.30 823.41 1021.12 30.15 1714.20
11 30 2015 04 08  -6.40  20.48 823.60 1021.23 30.16 1713.80
11 30 2015 04 09  -6.40  20.48 823.55 1021.25 30.16 1714.49
11 30 2015 04 10  -6.40  20.48 823.61 1021.25 30.16 1713.90
11 30 2015 04 11  -6.40  20.48 823.60 1021.28 30.16 1714.20
11 30 2015 04 12  -6.40  20.48 823.58 1021.29 30.16 1714.49
11 30 2015 04 13  -6.40  20.48 823.59 1021.23 30.16 1713.90
11 30 2015 04 14  -6.40  20.48 823.32 1021.02 30.15 1714.89
11 30 2015 04 15  -6.40  20.48 823.58 1021.25 30.16 1714.20
11 30 2015 04 16  -6.30  20.66 823.64 1021.26 30.16 1714.30
11 30 2015 04 17  -6.30  20.66 823.43 1021.23 30.16 1716.17
11 30 2015 04 18  -6.30  20.66 823.50 1021.20 30.16 1715.18
11 30 2015 04 19  -6.30  20.66 823.42 1021.11 30.15 1715.28
11 30 2015 04 20  -6.30  20.66 823.48 1021.36 30.16 1716.66
11 30 2015 04 21  -6.30  20.66 823.52 1021.16 30.15 1714.69
11 30 2015 04 22  -6.30  20.66 823.48 1021.28 30.16 1716.07
11 30 2015 04 23  -6.30  20.66 823.43 1021.26 30.16 1716.36
11 30 2015 04 24  -6.30  20.66 823.32 1021.12 30.15 1716.36
11 30 2015 04 25  -6.30  20.66 823.39 1021.16 30.15 1715.97
11 30 2015 04 26  -6.30  20.66 823.49 1021.16 30.15 1714.98
11 30 2015 04 27  -6.30  20.66 823.49 1021.22 30.16 1715.48
11 30 2015 04 28  -6.30  20.66 823.44 1021.10 30.15 1714.98
11 30 2015 04 29  -6.30  20.66 823.45 1021.16 30.15 1715.38
11 30 2015 04 30  -6.20  20.84 823.44 1021.12 30.15 1715.77
11 30 2015 04 31  -6.30  20.66 823.32 1021.18 30.16 1716.86
11 30 2015 04 32  -6.20  20.84 823.40 1021.14 30.15 1716.36
11 30 2015 04 33  -6.30  20.66 823.29 1021.21 30.16 1717.35
11 30 2015 04 34  -6.20  20.84 823.31 1021.10 30.15 1716.95
11 30 2015 04 35  -6.20  20.84 823.18 1020.88 30.15 1716.46
11 30 2015 04 36  -6.20  20.84 823.30 1021.05 30.15 1716.66
11 30 2015 04 37  -6.20  20.84 823.28 1021.09 30.15 1717.15
11 30 2015 04 38  -6.20  20.84 823.36 1021.10 30.15 1716.46
11 30 2015 04 39  -6.20  20.84 823.28 1021.07 30.15 1716.95
11 30 2015 04 40  -6.30  20.66 823.09 1020.97 30.15 1717.45
11 30 2015 04 41  -6.30  20.66 823.23 1021.17 30.16 1717.64
11 30 2015 04 42  -6.30  20.66 823.29 1021.20 30.16 1717.25
11 30 2015 04 43  -6.30  20.66 823.29 1021.30 30.16 1718.04
11 30 2015 04 44  -6.30  20.66 823.25 1021.25 30.16 1718.04
11 30 2015 04 45  -6.30  20.66 823.02 1020.97 30.15 1718.14
11 30 2015 04 46  -6.30  20.66 823.26 1021.21 30.16 1717.64
11 30 2015 04 47  -6.30  20.66 823.17 1021.08 30.15 1717.55
11 30 2015 04 48  -6.30  20.66 823.18 1021.13 30.15 1717.84
11 30 2015 04 49  -6.30  20.66 823.18 1021.25 30.16 1718.73
11 30 2015 04 50  -6.30  20.66 823.14 1021.16 30.15 1718.43
11 30 2015 04 51  -6.30  20.66 823.20 1021.17 30.16 1717.94
11 30 2015 04 52  -6.30  20.66 823.17 1021.13 30.15 1717.94
11 30 2015 04 53  -6.30  20.66 823.08 1021.02 30.15 1717.94
11 30 2015 04 54  -6.30  20.66 823.07 1021.11 30.15 1718.73
11 30 2015 04 55  -6.30  20.66 823.00 1021.07 30.15 1719.12
11 30 2015 04 56  -6.30  20.66 823.20 1021.29 30.16 1718.92
11 30 2015 04 57  -6.30  20.66 823.03 1021.18 30.16 1719.71
11 30 2015 04 58  -6.30  20.66 823.12 1021.28 30.16 1719.61
11 30 2015 04 59  -6.30  20.66 823.09 1021.18 30.16 1719.12
11 30 2015 05 00  -6.30  20.66 823.01 1021.17 30.16 1719.81
11 30 2015 05 01  -6.40  20.48 823.05 1021.23 30.16 1719.22
11 30 2015 05 02  -6.30  20.66 823.03 1021.08 30.15 1718.92
11 30 2015 05 03  -6.30  20.66 823.04 1021.26 30.16 1720.21
11 30 2015 05 04  -6.40  20.48 823.02 1021.25 30.16 1719.71
11 30 2015 05 05  -6.40  20.48 822.94 1021.19 30.16 1720.01
11 30 2015 05 06  -6.40  20.48 823.00 1021.23 30.16 1719.71
11 30 2015 05 07  -6.40  20.48 823.01 1021.26 30.16 1719.91
11 30 2015 05 08  -6.40  20.48 823.00 1021.45 30.16 1721.49
11 30 2015 05 09  -6.40  20.48 822.98 1021.24 30.16 1720.01
11 30 2015 05 10  -6.40  20.48 822.97 1021.28 30.16 1720.40
11 30 2015 05 11  -6.40  20.48 823.01 1021.30 30.16 1720.21
11 30 2015 05 12  -6.40  20.48 822.95 1021.29 30.16 1720.70
11 30 2015 05 13  -6.40  20.48 822.85 1021.21 30.16 1721.09
11 30 2015 05 14  -6.40  20.48 822.96 1021.26 30.16 1720.40
11 30 2015 05 15  -6.40  20.48 822.98 1021.26 30.16 1720.21
11 30 2015 05 16  -6.40  20.48 822.90 1021.19 30.16 1720.40
11 30 2015 05 17  -6.40  20.48 822.89 1021.20 30.16 1720.60
11 30 2015 05 18  -6.40  20.48 822.93 1021.25 30.16 1720.60
11 30 2015 05 19  -6.40  20.48 822.81 1021.10 30.15 1720.60
11 30 2015 05 20  -6.40  20.48 822.86 1021.15 30.15 1720.50
11 30 2015 05 21  -6.40  20.48 822.88 1021.29 30.16 1721.39
11 30 2015 05 22  -6.40  20.48 822.85 1021.23 30.16 1721.19
11 30 2015 05 23  -6.40  20.48 822.88 1021.20 30.16 1720.70
11 30 2015 05 24  -6.40  20.48 822.82 1021.29 30.16 1721.98
11 30 2015 05 25  -6.40  20.48 822.84 1021.15 30.15 1720.70
11 30 2015 05 26  -6.40  20.48 822.85 1021.32 30.16 1721.98
11 30 2015 05 27  -6.50  20.30 822.88 1021.39 30.16 1721.58
11 30 2015 05 28  -6.50  20.30 822.93 1021.41 30.16 1721.19
11 30 2015 05 29  -6.50  20.30 822.92 1021.39 30.16 1721.19
11 30 2015 05 30  -6.50  20.30 822.76 1021.29 30.16 1721.98
11 30 2015 05 31  -6.50  20.30 822.81 1021.23 30.16 1720.99
11 30 2015 05 32  -6.50  20.30 822.84 1021.31 30.16 1721.29
11 30 2015 05 33  -6.50  20.30 822.68 1021.24 30.16 1722.37
11 30 2015 05 34  -6.50  20.30 822.82 1021.33 30.16 1721.68
